RATING,DIRECTOR,MOVIE
5.0, Alessandro Carloni and Jennifer Yuh Nelson,Kung Fu Panda 3
5.0, Todd Solondz,Wiener-Dog
5.0, Liza Johnson,Elvis & Nixon
5.0, Rob Reiner,Being Charlie
5.0, Ben Wheatley,High-Rise
5.0, Eva Husson,Bang Gang
5.0, Susanna White,Our Kind of Traitor
5.0,  Chris Renaud & Yarrow Cheney,The Secret Life of Pets
5.0, Edward Zwick,Jack Reacher - Never Go Back
5.0, Ewan McGregor,American Pastoral
5.0, Mike Mitchell,Trolls
5.0, Bryan Bertino,The Monster
5.0, Peter Berg,Patriots Day
5.0, Yimou Zhang,The Great Wall
5.0, James Gunn,Guardians of the Galaxy Vol 2
5.0, Benedict Andrews,Una
5.0, Alex & Andrew Smith,Walking Out
5.0, Hany Abu-Assad,The Mountain Between Us
5.0, Stephen Gyllenhaal,So B. It
5.0, Ritesh Batra,Our Souls at Night
5.0, Richie Keen,Fist Fight
5.0, Justin Kelly,I Am Michael
5.0, Stephen Gaghan,Gold
5.0, Lasse Hallstrom,A Dog's Purpose
5.0, Paul Anderson,Resident Evil - The Final Chapter
5.0, D.J. Caruso,XXX - Return of Xander Cage
5.0, Chad Stahelski,John Wick - Chapter 2
5.0, Daniel Espinosa,Life
5.0, Craig Johnson,Wilson
5.0, Dean Israelite,Sabans Power Rangers
5.0, Werner Herzog,Queen of the Desert
5.0, James Ponsoldt,The Circle
5.0, Zoe Lister-Jones,Band Aid
5.0, Alex Kurtzman,The Mummy
5.0, Gabriela Cowperthwaite,Megan Leavey
5.0, John Leonetti,Wish Upon
5.0, Nicolas Lopez,Hazlo Como Hombre
5.0, Lake Bell,I Do Until I Don't
5.0, Mark Palansky,Rememory
5.0, Michael Cuesta,American Assassin
5.0, Tyler MacIntyr,Tragedy Girls
5.0, Andy Serkis,Breathe
5.0, Marc Meyers,My Friend Dahmer
5.0, Kenneth Branagh,Murder on the Orient Express
5.0, Etienne Comar,Django
5.0, Quinn Shephard,Blame
5.0, Craig Gillespie,I Tonya
5.0, Rian Johnson,Star Wars - The Last Jedi
5.0, Eli Roth,Death Wish
5.0, Susanne Bier,Bird Box
5.0, Orson Welles,The Other Side of the Wind
5.0, Brad Furman,City of Lies
5.0, Anne Fletcher,Dumplin'
5.0, Bob Fisher & Rob Greenberg,Overboard
5.0, Saul Dibb, Journey's End
5.0, Joao Dumans & Affonso Uchoa,Araby
5.0, Roland Joffe, The Forgiven
5.0, Sean Anders,Instant Family
5.0, Carlos & Jason Sanchez, Allure
5.0, Jose Padilha, 7 Days in Entebbe
5.0, Brad Anderson,Beirut
5.0, Richard Lanni,Sgt Stubby - An American Hero
5.0, Abby Kohn & Marc Silverstein,I Feel Pretty
5.0, Peyton Reed,Ant-Man and the Wasp
5.0, Baltasar Kormakur,Adrift
5.0, Theresa Bennett,Social Animals
5.0, Simon Baker,Breath
5.0, Michael Noer,Papillon
5.0, Malcolm Lee,Night School
5.0, Karey Kirkpatrick & Jason Reisig,Smallfoot
5.0, David Mackenzie,Outlaw King
5.0, Joel Edgerton,Boy Erased
5.0, Jennifer Westcott,Elliot - The Littlest Reindeer
5.0, Adam Robitel,Escape Room
5.0, Meredith Danluck,State Like Sleep
5.0, David Michod,The King
5.0, Safy Nebbou,Celle que vous Croyez/ Who You Think I Am
5.0, Paul Feig,Last Christmas
5.0, Mike Flanagan,Doctor Sleep
5.0, Nate Parker,American Skin
5.0, Roman Polanski,J'accuse/ An Officer and a Spy
5.0, Ric Roman Waugh,Angel Has Fallen
5.0, Catherine Hardwicke,Miss Bala
5.0, Ira Sachs,Frankie
5.0, Shawn Ku,A Score to Settle
5.0, Idris Elba,Yardie
5.0, Anthony Maras,Hotel Mumbai
5.0, David Sandberg,Shazam
5.0, Tina Gordon,Little
5.0, Neil Marshall,Hellboy
5.0, Trevor Nunn,Red Joan
5.0, Laura Steinel,Family
5.0, Jennifer Kaytin Robinson,Someone Great
5.0, Deon Taylor,The Intruder
5.0, Gail Mancuso,A Dog's Journey
5.0, Brian De Palma,Domino
5.0, Claire McCarthy,Ophelia
5.0, Jon Favreau,The Lion King
5.0, Tom Shadyac,Brian Banks
5.0, Casey Affleck,Light of My Life
5.0, Rhys Ernst,Adam
5.0, James Franco,Zeroville
5.0, James Franco,Pretenders
5.0, Eric Notarnicola,Mister America
5.0, Sophia Takal,Black Christmas
5.0, Wilson Yip,Ip Man 4 The Finale
5.0, Floria Sigismondi,The Turning
5.0, Ann Hui,Love After Love
5.0, Andy de Emmony,Four Kids and It
5.0, Elissa Down,Feel the Beat
5.0, Mike Doyle,Almost Love
5.0, Mark Webber,The Place of No Words
5.0, Nick Peet,Lazy Susan
5.0, Aaron Fisher,Inside the Rain
5.0, Will Forbes,John Henry
5.0, Reed Morano,The Rhythm Section
5.0, Levan Akin,And Then We Danced
5.0, Marc Meyers,Human Capital
5.0, Ben Cookson,Waiting for Anya
5.0, Josh Boone,The New Mutants
5.0, Annie Silverstein,Bull
5.0, Tony Cervone,Scoob!
5.0, Josephine Mackerras,Alice
5.0, Vaclav Marhoul,The Painted Bird
5.0, Dave Franco,The Rental
5.0, David Ayer,The Tax Collector
5.0, Marc Munden,The Secret Garden
5.0, Rachel Lee Goldenberg,Unpregnant
5.0, Woody Allen,A Rainy Day in New York
5.0, Joe Marcantonio,Kindred
5.0, Miles Joris-Peyrafitte,Dreamland
5.0, Edoardo Ponti,The Life Ahead
5.0, Mike Rohl,The Princess Switch - Switched Again
5.0, Matthew Michael Carnahan,Mosul
5.0, Chris Columbus,The Christmas Chronicles - Part Two
5.0, Luke Greenfield,Half Brothers
5.0, Sharon Maguire,Godmothered
5.0, Steven Soderbergh,Let Them All Talk
5.0, Maiwenn LeBesco,DNA
5.0, Ron Vignone,Two Ways Home
5.0, Kazik Radwanski,"Anne at 13,000 Ft"
5.0, Hannah Barlow & Kane Senes,Sissy
5.0, Simon Kinberg,The 355
5.0, Nora Fingscheidt, The Unforgivable
5.0, Michael Pearce,Encounter
5.0, David Gorden Green,Halloween Kills
5.0, Lorenzo Vigas,La Caja/ The Box
5.0, David Gordon Green,Halloween Kills
5.0, Carson Mell,Some of Our Stallions
5.0, Braden King,The Evening Hour
5.0, Trent O'Donnell,Ride the Eagle
5.0, Paul Weitz,Fatherhood
5.0, Prano Bailey-Bond,Censor
5.0, Ryan Crego,Arlo the Alligator Boy
5.0, Doug Liman,Locked Down
5.0, Vincent Paronnaud,Hunted
5.0, Edward Hall,Blithe Spirit
5.0, Jennifer Harrington,Shook
5.0, Nicholas Jarecki,Crisis
5.0, Jon Garcia,Luz
5.0, Espen Sandberg,Amundsen - The Greatest Expedition
5.0, Joe Penna,Stowaway
5.0, Nick Stagliano,The Virtuoso
5.0, Casimir Nozkowski,The Outside Story
5.0, Ivo van Aart,The Columnist
5.0, Inon Shampanier,Paper Spiders
5.0, Joe Wright,The Woman in the Window
5.0, Julio Quintana,Blue Miracle
5.0, Michael Polish,American Traitor
5.0, Arnaud Desplechin,Tromperie/ Deception
5.0, Catherine Corsini,La Fracture/ The Divide
5.0, Sean Penn,Flag Day
5.0, Chase Palmer,Naked Singularity
5.0, Aron Gaudet & Gita Pullapilly,Queenpins
5.0, Nia DaCosta,Candyman
5.0, Neill Blomkamp,Demonic
5.0, Ferdinando Cito Filomarino,Beckett
5.0, Clay Tarver,Vacation Friends
5.0, Amber Sealey,No Man of God
5.0, Theodore Melfi,The Starling
5.0, Alan Taylor,The Many Saints of Newark
5.0, Antoine Fuqua,The Guilty
5.0, Karen Cinorre,Mayday
5.0, Greg Tiernan & Conrad Vernon,The Addams Family 2
5.0, Andy Serkis,Venom - Let There Be Carnage
5.0, Justin Corsbie,Hard Luck Love Song Review: A Glossy Take on a Gritty Tune
5.0, Justine Bateman,Violet
5.0, Matthew Fifer & Kieran Mulcare,Cicada
5.0, Tim Hill,Sponge on the Run
5.0, Danis Goulet,Night Raiders
5.0, Reinaldo Marcus Green,King Richard
5.0, Ridley Scott,House of Gucci
5.0, Michael Dowse,8-Bit Christmas
5.0, Lana Wachowski,The Matrix Resurrections
5.0, Andrew Erwin & Jon Erwin,American Underdog
5.0, Sean McNamara,The King's Daughter
5.0, Rick Jacobson,The Royal Treatment
5.0, Danielle Arbid,Simple Passion
4.9, Luis Galvao Teles,Elles
4.9, Shane Meadows,A Room For Romeo Brass
4.9, Thomas Lee,Supernova
4.9, Sally Field,Beautiful
4.9, Nicholas Hytner,Center Stage
4.9, Sergei Bodrov,Running Free
4.9, Rob McKittrick,Waiting
4.9, Tommy Stovall,Hate Crime
4.9, Michael Katleman,Primeval
4.9, Bryan Gunnar Cole,Day Zero
4.9, Zack Snyder,Watchmen
4.9, Malcolm Venville,44 Inch Chest
4.9, Dominic Sena,Season of the Witch
4.9, Madonna,W.E.
4.9, Peter Webber,Emperor
4.9, Arvin Chen,Will You Still Love Me Tomorrow?
4.9, Dean Israelite,Project Almanac
4.9, Joss Whedon,Avengers - Age of Ultron
4.9, Glenn Ficarra and John Requa,Whiskey Tango Foxtrot
4.9, Taylor Hackford,The Comedian
4.9, Ben Falcone,Life of the Party
4.9, Raja Gosnell,Show Dogs
4.9, Jonas Akerlund,Polar
4.9, Henry-Alex Rubin,Semper Fi
4.9, Jeremy Teicher,Olympic Dreams
4.9, Craig Brewer,Coming 2 America
4.8, Art Jones,Going Nomad
4.8, Glen Goei,That's the Way I Like it
4.8, Tessa Blake,Five Wives Three Secretaries And Me
4.8, Jonathan Lynn,Whole Nine Yards
4.8, Edward Norton,Keeping The Faith
4.8, David Raynr, Whatever It Takes
4.8, Alister Grierson,Sanctum
4.8, Len Wiseman,Total Recall
4.8, Carl Rinsch,47 Ronin
4.8, Megan Griffiths,Eden
4.8, William Macy,Rudderless
4.8, A. J. Edwards,The Better Angels
4.8, Josh Heald,Hot Tub Time Machine 2
4.8, Francis Lawrence,The Hunger Games - Mockingjay Part 2
4.8, Jacob Tierney,Preggoland
4.8, Christopher McQuarrie,Mission Impossible - Rogue Nation
4.8, John Wells,Burnt
4.8, Zach Braff,Going in Style
4.8, Tomas Alfredson,The Snowman
4.8, Genndy Tartakovsky,Hotel Transylvania 3 - Summer Vacation
4.8, Peter Berg,Mile 22
4.8, Jonathan Watson,Arizona
4.8," Bob Persichetti, Peter Ramsey & Rodney Rothman",Spider-Man Into the Spider-Verse
4.8, JC Chandor,Triple Frontier
4.8, Derrick Borte,American Dreamer
4.8, Josh Trank,Capone
4.8, Cooper Raiff,S#!%house
4.8, Regina Welker & Nina Wels,Latte and the Magic Waterstone Review: A Hedgehogs Journey
4.8, Richard Tanne,Chemical Hearts
4.8, Yuval Adler,The Secrets We Keep
4.8, Dominic Cooke,The Courier
4.7, Bruce McCulloch,Superstar
4.7, Irwin Winkler,At First Sight
4.7, Brett Ratner,Family Man
4.7, John Moore,A Good Day to Die Hard
4.7, John Pogue,The Quiet Ones
4.7, Boaz Yakin,Max
4.7, Luke Scott,Morgan
4.7, Martin Campbell,The Foreigner
4.7, Denise Di Novi,Unforgettable
4.7, Tim Smit,Kill Switch
4.7, Robin Bissell,The Best of Enemies
4.7, Benh Zeitlin,Wendy
4.6, Trey Parker,Orgazmo (1998)
4.6, Andy Tennant,Anna And The King
4.6, Kris Isacsson,Down To You
4.6, Sue Clayton, The Disappearance of Finbar
4.6, Bryan Singer,X-Men
4.6, William Jennings,Harlem Aria
4.6, Rodney Evans,The Happy Sad
4.6, Evan Oppenheimer,A Little Game
4.6, Seth MacFarlane,Ted 2
4.6, Jean-Marc Vallee,Demolition
4.6, Johannes Roberts,47 Meters Down
4.6, Dan Harris,Speech & Debate
4.6, Jordan Vogt-Roberts,Kong - Skull Island
4.6, Jonathan Teplitzky,Churchill
4.6, Shawn Christensen,The Vanishing of Sidney Hall
4.6, Adam Rifkin,The Last Movie Star
4.6, Lea Thompson,The Year of Spectacular Men
4.6, Brian Henson,The Happytime Murders
4.6, Peter Segal,Second Act
4.6, Michael Goi,Mary
4.6, Andy Fickman,Playing With Fire
4.6, Lisa Barros D'Sa & Glenn Leyburn,Ordinary Love
4.6, Laura Terruso,Work It
4.6, Adam Wingard,Godzilla vs. Kong
4.5, Brian Helgeland,Payback (1998)
4.5, Jeff Abugov,The Mating Habits Of the Earthbound Human
4.5, Adam Rifkin,Detroit Rock City
4.5, Rick Rosenthal,Just A Little Harmless Sex
4.5, Peter Duncan,A Little Bit of Soul
4.5, Steve Miner,Lake Placid
4.5, Jeannette Buck,Out of Season
4.5, John Keitel,Defying Gravity
4.5, Anne Wheeler,Better Than Chocolate
4.5, Jeff Franklin,Love Stinks
4.5, Rupert Wainwright,Stigmata
4.5, Jon Turteltaub,Instinct
4.5, Tanya Wexler,Finding North
4.5, Rand Ravich,The Astronaut's Wife
4.5, Michael Patrick Jann,Drop Dead Gorgeous
4.5, Albert Brooks,The Muse
4.5, Rob Sitch,The Castle
4.5, Daniel Lee,Black mask
4.5, John Sargent,Lesson Before Dying
4.5, Les Mayfield,Blue Streak
4.5, Robert Redford,The Legend of Bagger Vance
4.5, Roland Joffe,Vatel
4.5, Lloyd Kaufman,Terror Firmer
4.5, Antony Hoffman,Red Planet
4.5, Dein Perry,Bootmen
4.5, Aaron Harnick,30 Days
4.5, Christina Andree, Soft Fruit
4.5, Amy Heckerling,Loser
4.5, Martin Campbell,Vertical Limit
4.5, Courtney Solomon,Dungeons And Dragons
4.5, Simon West,Lara Croft: Tomb Raider
4.5, Geoff Cunningham,Rocky Road
4.5, Shanti Guy,Texas Night Train
4.5, Steve Carr,Dr Dolittle 2
4.5, Adam Brooks,Invisible Circus
4.5, Mark Waters,Head Over Heels
4.5, Tony Goldwyn,Someone Like You
4.5, Eric Stanze,Ice From The Sun
4.5, Patrick Hasson,Waiting
4.5, Frank Oz,The Score
4.5, John McTiernan,Rollerball
4.5, George Lucas,Star Wars Episode 2 - Attack of the Clones
4.5, Tom Shadyac,Dragonfly
4.5, Barry Sonnenfeld,Big Trouble
4.5, William Malone,Fear Dot Com
4.5, Finn Taylor,Cherish
4.5, Alan Taylor,The Emperor's New Clothes
4.5, Rajkumar Santoshi,The Legend of Bhagat Singh
4.5, Chris Ver Wiel,Who is Cletis Tout
4.5, Kevin Donovan,The Tuxedo
4.5, Tom Rice,The Rising Place
4.5, Wayne Wang,Maid in Manhattan
4.5,  Dennis Dugan,National Security
4.5, Mike Tollin,Radio
4.5, Martin Campbell, Beyond Borders
4.5,  David McNally,Kangaroo Jack
4.5,  Shawn Levy,Just Married
4.5,  George Clooney,Confessions of a Dangerous Mind
4.5,  Mina Shum,"Long Life, Happiness and Prosperity"
4.5,  Daisy von Scherler Mayer,The Guru
4.5, Andrzej Bartkowiak,Cradle 2 the Grave
4.5, Dan Wolman,Foreign Sister
4.5, Seijun Suzuki,Pistol Opera (remake)
4.5, Paul Ryan,Home Room
4.5, Benny Mathews,Where's the Party Yaar
4.5, Deepa Mehta,Bollywood/Hollywood
4.5, Mathieu Kassovitz,Gothika
4.5, Jonathan Kesselman,The Hebrew Hammer
4.5, John Hamburg,Along Came Polly
4.5, Paul McGuigan,The Reckoning
4.5, David Koepp,Secret Window
4.5, Kevin Allen,Agent Cody Banks 2 - Destination London
4.5, Howard Deutch,The Whole Ten Yards
4.5, Luke Greenfield,The Girl Next Door
4.5, John Lee Hancock,The Alamo
4.5, Roland Emmerich,The Day After Tomorrow
4.5, David Twohy,The Chronicles of Riddick
4.5, Keenen Ivory Wayans,White Chicks
4.5, Garry Marshall,The Princess Diaries 2: Royal Engagement
4.5, Charles Shyer,Alfie
4.5, Brett Ratner,After the Sunset
4.5, Peter Jackson,King Kong
4.5, James Mangold,I Walked the Line
4.5, John Maybury,The Jacket
4.5, Malcolm Lee,Roll Bounce
4.5, Mike Binder,The Upside of Anger
4.5, Eddie O'Flaherty,Fighting Tommy Riley
4.5, Robert Luketic,Monster-in-Law
4.5, Eric Darnell and Tom McGrath,Madagascar
4.5, Harvey Kahn,The Deal
4.5, Scott Derrickson,The Exorcism of Emily Rose
4.5, Jim Sheridan,Get Rich or Die Tryin'
4.5, Mike Newell,Harry Potter and the Goblet of Fire
4.5,  Dean Parisot,Fun With Dick and Jane
4.5, Adam McKay,Talladega Nights - The Ballad of Ricky Bobby
4.5, Tony Fisher,The Trouble With Men and Women
4.5, Hunter Richards,Through the Fire
4.5, Richard Shepard,The Matador
4.5, Ol Parker,Imagine Me & You
4.5, Peyton Reed,The Break-Up
4.5, Paul Weitz,American Dreamz
4.5, Vondie Curtis Hall,Waist Deep
4.5, Anthony & Joe Russo,"You, Me and Dupree"
4.5, Steve Pink,Accepted
4.5, Andrew Davis,The Guardian
4.5, Jamie Babbit,The Quiet
4.5, Phil Joanou,Gridiron Gang
4.5, Todd Phillips,School for Scoundrels
4.5, Nancy Meyers,The Holiday
4.5, Brian Robbins,Norbit
4.5, Eric Rohmer,Romance of Astree and Celadon
4.5, Russell Mulcahy,Resident Evil - Extinction
4.5, Michael Bay,Transformers
4.5, Dave Willis and Matt Maiellaro,Aqua Teen Hunger Force Colon Movie Film for Theaters
4.5, Todd Holland,Firehouse Dog
4.5, Barry Strugatz,From Other Worlds
4.5, Jonathan Kasdan,In the Land of Women
4.5, Scott Wiper,The Condemned
4.5, Dylan McCormick,Four Lane Highway
4.5, Sam Raimi,Spider-Man 3
4.5, Eli Roth,Hostel Part II
4.5, Tom Shaydak,Evan Almighty
4.5, Dennis Dugan,I Now Pronounce You Chuck & Larry
4.5, Chris Sivertson,I Know Who Killed Me
4.5, Leon Ichaso,El Cantante
4.5, Justin Theroux,Dedication
4.5, Peter and Bobby Farrelly,The Heartbreak Kid
4.5, Chris Gorak,Right at Your Door
4.5, James Wan,Death Sentence
4.5, Monty Lapica,Self-Medicated
4.5, Craig Gillespie,Mr Woodcock
4.5, Menno Meyjes,Martian Child
4.5, Ash Christian,Fat Girls
4.5, Pratibha Parmar,Nina's Heavenly Delights
4.5, Anne Fletcher,27 Dresses
4.5, Ridley Scott,Body of Lies
4.5, George Wolfe,Nights in Rodanthe
4.5, Marcel Langenegger,Deception
4.5, Martin McDonagh,In Bruges
4.5, Daniel Waters,Sex and Death 101
4.5, Malcolm Lee,Welcome Home Roscoe Jenkins
4.5, Andrew Jenkins,How to Rob a Bank
4.5, David Ross,The Babysitters
4.5, Gina Prince-Bythewood,The Secret Life of Bees
4.5, Sean Anders,Sex Drive
4.5, Mark Herman,The Boy in the Striped Pajamas
4.5, Robert Davi,The Dukes
4.5, Shamim Sarif,I Can't Think Straight
4.5, David Goyer,The Unborn
4.5, Daniel Barnz,Phoebe in Wonderland
4.5, Andy Fickman,Race to Witch Mountain
4.5, Christophe Barratier,Paris 36
4.5, Kevin Macdonald,State of Play
4.5, Aristomenis Tsirbas,Battle for Terra
4.5, Jonathan Glatzer,What Goes Up
4.5, Aaron Woodley,Tennessee
4.5, Anne Fletcher,The Proposal
4.5, Nia Vardalos,I Hate Valentine's Day
4.5, Chris Columbus,I Love You Beth Cooper
4.5, Jaume Collet-Serra,Orphan
4.5, Glenn McQuaid,I Sell the Dead
4.5, Todd Graff,Bandslam
4.5, David Mackenzie,Spread
4.5, Mike Judge,Extract
4.5, Peter Hyams,Beyond a Reasonable Doubt
4.5, Brandon Camp,Love Happens
4.5, Jameel Khan,The Strip
4.5, Werner Herzog,"My Son, My Son, What Have Ye Done"
4.5, Guy Ritchie,Sherlock Holmes
4.5, Garry Marshall,Valentine's Day
4.5, Joe Johnston,The Wolfman
4.5, Chris Columbus,Percy Jackson & the Olympians: The Lightning Thief
4.5, Lee Toland Krieger,The Vicious Kind
4.5, Martin Campbell,Edge of Darkness
4.5, Shana Feste,The Greatest
4.5, Alan Poul,The Back-up Plan
4.5, Marc Forby,Princess Kaiulani
4.5, James Mangold,Knight and Day
4.5, Daniel Alfredson,The Girl Who Played With Fire
4.5, Jon Turteltaub,The Sorcerer's Apprentice
4.5, Rachel Perkins,Bran Nue Dae
4.5, Andy Fickman,You Again
4.5, Robert Schwentke,Red
4.5, Paul Weitz,Little Fockers
4.5, Wilson Yip,Ip Man 2 - Legend of the Grandmaster
4.5, Dennis Dugan,Just Go With It
4.5, D. J. Caruso,I Am Number Four
4.5, Francis Lawrence,Water for Elephants
4.5, Jodie Foster,The Beaver
4.5, Rob Marshall,Pirates of the Caribbean - On Stranger Tides
4.5, Todd Phillips,The Hangover Part II
4.5, John Lasseter,Cars 2
4.5, Matthew Chapman,The Ledge
4.5, Seth Gordon,Horrible Bosses
4.5, Jonathan English,Ironclad
4.5, Will Gluck,Friends With Benefits
4.5, Ruben Fleischer,30 Minutes or Less
4.5, Vivi Friedman,The Family Tree
4.5, Douglas McGrath,I Don't Know How She Does It
4.5, Craig Brewer,Footloose
4.5, Joel Schumacher, Trespass
4.5, Jim Sheridan, Dream House
4.5, Henry Joust,Paranormal Activity 3
4.5, Joe Maggio,The Last Rites of Joe May
4.5, Philipp Stolzl,Young Goethe in Love
4.5, Allie Dvorin,A Novel Romance
4.5, Dennis Dugan,Jack and Jill
4.5, Brad Bird,Mission Impossible - Ghost Protocol
4.5, Steven Spielberg,The Adventures of Tintin
4.5, Jonathan Liebesman,Wrath of the Titans
4.5, Dan Bradley,Red Dawn
4.5, Jon Hurwitz and Hayden Schlossberg,American Pie - Reunion
4.5, Darren Lynn Bousman,Mother's Day
4.5, John Stalberg,High School
4.5, Sean Anders,That's My Boy
4.5, Salim Akil,Sparkle
4.5, Philip Dorling and Ron Nyswaner,Why Stop Now
4.5, Michael Bassett,Solomon Kane
4.5, Matthew Lillard,Fat Kid Rules the World
4.5, RZA,The Man With the Iron Fists
4.5, Peter Ho-Sun Chan,Wu Xia/ Dragon
4.5, Stephen Frears,Lay the Favorite
4.5, Joann Sfar and Antoine Delesvaux,The Rabbi's Cat
4.5, Jerusha Hess,Austenland
4.5, Diablo Cody,Paradise
4.5, Ruba Nadda,Inescapable
4.5, Sam Raimi,Oz the Great and Powerful
4.5, Barry Battles,The Baytown Outlaws
4.5, Kim Jee-woon,The Last Stand
4.5, Alexandra McGuinness,Lotus Eaters
4.5, Brandon Cronenberg,Antiviral
4.5, Todd Berger,It's a Disaster
4.5, Joseph Kosinski,Oblivion
4.5, Justin Zackham,The Big Wedding
4.5, Nicolas Winding Refn,Only God Forgives
4.5, Guo Jingming,Tiny Times 2
4.5, Bryan Fogel,Jewtopia
4.5, David Rosenthal,A Single Shot
4.5, Eran Riklis,Zaytoun
4.5, Kat Coiro,And While We Were Here
4.5, Kyle Patrick Alvarez,COG
4.5, Sean Cualain,Men at Lunch
4.5, David Talbert,Baggage Claim
4.5, Brian Percival,The Book Thief
4.5, Will Slocombe,Cold Turkey
4.5, Brad Furman,Runner Runner
4.5, Stuart Zicherman,A.C.O.D.
4.5, Randall Miller,CBGB
4.5, Mark Edwin Robinson,I Will Follow You Into the Dark
4.5, Keanu Reeves,Man of Tai Chi
4.5, Oliver Hirschbiegel,Diana
4.5, Neil Nightingale and Barry Cook,Walking With Dinosaurs
4.5, Tim Story,Ride Along
4.5, Thomas Carter,When the Game Stands Tall
4.5, Randall Batinkoff,37 - A Final Promise
4.5, Patrick Hughes,The Expendables 3
4.5, Hilary Brougher,Innocence
4.5, David Jung,The Possession of Michael King
4.5, Arnaud des Pallieres,Age of Uprising: The Legend of Michael Kohlhaas
4.5, Livia De Paolis,Emoticon ;)
4.5, Megan Griffiths,Lucky Them
4.5, Phil Alden Robinson,The Angriest Man in Brooklyn
4.5, Peter Lepeniotis,The Nut Job
4.5, Darren Stein,G.B.F.
4.5, McG,3 Days to Kill
4.5, Billy Kent,HairBrained
4.5, Joe Pearson,War of the Worlds - Goliath
4.5, Neil Burger,Divergent
4.5, David Ayer,Sabotage
4.5, Woody Allen,Magic in the Moonlight
4.5, Lars von Trier,Nymphomaniac - Volume II
4.5, Roger Gual,Tasting Menu
4.5, Chris Hansen,Where We Started
4.5, David Wain,They Came Together
4.5, Jalil Lespert,Yves Saint Laurent
4.5, Yu Baimei and Deng Chao,The Breakup Guru
4.5, John Alan Simon,Radio Free Albemuth
4.5, Charles-Olivier Michaud,4 Minute Mile
4.5, Lola Bessis and Ruben Amar,Swim Little Fish Swim
4.5, Anna Martemucci,Hollidaysburg
4.5, Christian Camargo,Days and Nights
