RATING,DIRECTOR,MOVIE
5.0, Walt Becker,Wild Hogs
5.0, Will Speck and Josh Gordon,Blades of Glory
5.0, Chris Noonan,Miss Potter
5.0, Chris Rock,I Think I Love My Wife
5.0, Rafal Zielinski,Downtown: A Street Tale
5.0, Lee Tamahori,Next
5.0, Bruce Leddy,Sing Now or Forever Hold Your Peace
5.0, Oren Rudavsky,The Treatment
5.0, Jag Mundhra,Provoked
5.0, Jesse Peretz,The Ex
5.0, Chris Smith,Severance
5.0, Luke Wilson,The Wendell Baker Story
5.0, Michael Corrente,Brooklyn Rules
5.0, Zackary Adler,I'm Reed Fish
5.0, Taika Waititi,Eagle vs Shark
5.0, Lajos Koltai,Evening
5.0, Len Wiseman,Live Free or Die Hard
5.0, Steve Buscemi,Interview
5.0, Patrice Leconte,My Best Friend
5.0, Lee Sang-il,Hula Girls
5.0, Anthony Giacchino,The Camden 28
5.0, Akiva Schaffer,Hot Rod
5.0, David Silverman,The Simpsons Movie
5.0, David Wain,The Ten
5.0, Shari Springer,The Nanny Diaries
5.0, Franc Reyes,Illegal Tender
5.0, Ethan Hawke,The Hottest State
5.0, Rod Lurie,Resurrecting the Champ
5.0, Paul Auster,The Inner Life of Martin Frost
5.0, Jeff Garlin,I Want Someone to Eat Cheese With
5.0, James Mangold,3:10 to Yuma
5.0, Francois Girard,Silk
5.0, Zabou Breitman,The Man of My Life
5.0, Albert Serra,Quixotic/Honor de Cavalleria
5.0, Joe Nussbaum,Sydney White
5.0, Alfredo DeVilla,Adrift in Manhattan
5.0, Alan White,Broken
5.0, Jake Paltrow,The Good Night
5.0, Kenneth Branagh,Sleuth
5.0, Anton Corbijn,Control
5.0, Gavin Hood,Rendition
5.0, Anthony Hopkins,Slipstream
5.0, Terry George,Reservation Road
5.0, Kirsten Sheridan,August Rush
5.0, David Slade,30 Days of Night
5.0, Preston Whitmore,This Christmas
5.0, Alison Eastwood,Rails & Ties
5.0, Robert Redford,Lions for Lambs
5.0, Michael Schroeder,Man In The Chair
5.0, Gene Rhee,The Trouble With Romance
5.0, Dagur Kari,The Good Heart
5.0, Doug Pray,Surfwise
5.0, Joel/Ethan Coen,Burn After Reading
5.0, Spike Lee,Miracle at St. Anna
5.0, Nicolas Winding Refn,Bronson
5.0, Raul Ruiz,La Maison Nucingen/ Nucingen House
5.0, Dennis Lee,Fireflies in the Garden
5.0, Stephen Daldry,The Reader
5.0, Fernando Meirelles,Blindness
5.0, Stuart Townsend,Battle in Seattle
5.0, Tony Leondis,Igor
5.0, Matthew Bonifacio,Amexicano
5.0, Henry Bean,Noise
5.0, Andy Tennant,Fool's Gold
5.0, Eva Aridjis,The Favor
5.0, Helen Hunt,Then She Found Me
5.0, Jon Hurwitz and Hayden Schlossberg,Harold & Kumar Escape From Guantanamo Bay
5.0, Vadim Perelman,The Life Before Her Eyes
5.0, Jon Poll,Charlie Bartlett
5.0, Brett Morgen,Chicago 10
5.0, David Swimmer,Run Fat Boy Run
5.0, Gina Kim,Never Forever
5.0, David Ayer,Street Kings
5.0, Andrew Adamson,The Chronicles of Narnia: Prince Caspian
5.0, Steven Spielberg,Indiana Jones and the Kingdom of the Crystal Skull
5.0, Roger Spottiswoode,The Children of Huang Shi
5.0, Stuart Gordon,Stuck
5.0, Clint Eastwood,Changeling
5.0, Walter Salles & Daniela Thomas,Linha de Passe
5.0, Peter Segal,Get Smart
5.0, Marco Schnabel,The Love Guru
5.0, Sarah Gavron,Brick Lane
5.0, Patricia Rozema,Kit Kittredge - An American Girl
5.0, Timur Bekmambetov,Wanted
5.0, Jonathan Levine,The Wackness
5.0, Ric Roman Waugh,Felon
5.0, Phyllida Lloyd,Mamma Mia
5.0, Adam McKay,Step Brothers
5.0, Paul Weiland,Sixty Six
5.0, Randall Miller,Bottle Shock
5.0, Isabel Coixet,Elegy
5.0, Tygve Allister Diesen,Red
5.0, Ben Stassen,Fly Me to the Moon
5.0, David MacKenzie,Mister Foe
5.0, Robert Cary,Save Me
5.0, Darren Jacobs,Humboldt County
5.0, Marc Abraham,Flash of Genius
5.0, Gary Fleder,The Express
5.0, Luke Eberl,Choose Connor
5.0, Alex Kendrick,Fireproof
5.0, Gil Kenan,City of Ember
5.0, Barry Levinson,What Just Happened
5.0, Madonna,Filth and Wisdom
5.0, Baillie Walsh,Flashbacks of a Fool
5.0, Gavin O'Connor,Pride and Glory
5.0, Stephen Higgins,The Matador
5.0, Eric Darnell and Tom McGrath,Madagascar Escape 2 Africa
5.0, David Wain,Role Models
5.0, Abbas Tyrewalla,Jaane Tu
5.0, Aneez Bazmee,Singh is Kinng
5.0, Siddharth Anand,Bachna ae Haseend
5.0, Tarun Mansukhani,Dostana
5.0, Abhishek Kapoor,Rock On
5.0, Alfredo de Villa,Nothing Like the Holidays
5.0, John-Patrick Shanley,Doubt
5.0, Rod Lurie,Nothing but the Truth
5.0, Marc Forster,Quantum of Solace
5.0, Vadim Glowna,House of the Sleeping Beauties
5.0, Hal Haberman and Jeremy Passmore,Special
5.0, Jonathan Blitstein,Let Them Chirp Awhile
5.0, Mark Webber,Explicit Ills
5.0, Andre Techine,La Fille du RER/ The Girl on the Train
5.0, Mira Nair,Amelia
5.0, David Bowers,Astro Boy
5.0, Ruben Fleischer,Zombieland
5.0, Gary Winick,Bride Wars
5.0, Ken Kwapis,He's Just Not That Into You
5.0, Tom Tykwer,The International
5.0, PJ Hogan,Confessions of a Shopaholic
5.0, Vicente Amorim,Good
5.0, William Sten Olsson,An American Affair
5.0, Christine Jeffs,Sunshine Cleaning
5.0, Alexandre Aja,The Last House on the Left
5.0, Sean McGinly,The Great Buck Howard
5.0, Anna Boden and Ryan Fleck,Sugar
5.0, John Crowley,Is Anybody There
5.0, Slava Tsukerman,Perestroika
5.0, Gregor Jordan,The Informers
5.0, Joe Wright,The Soloist
5.0, Stephen Belber,Management
5.0, Stephan Elliott,Easy Virtue
5.0, Shawn Levy,Night at the Museum: Battle of the Smithsonian
5.0, Karey Kirkpatrick,Imagine That
5.0, Alain Cavalier,Le Combat dans l'Ile
5.0, Francois Velle,The Narrows
5.0, Stephen Frears,Cheri
5.0, Larry Charles,Bruno
5.0, Shane Meadows,Somers Time
5.0, Franny Armstrong,The Age of Stupid
5.0, John-Luke Montias,Off Jackson Avenue
5.0, John Hindman,The Answer Man
5.0, Hoyt Yeatman,G-Force
5.0, Robert Luketic,The Ugly Truth
5.0, Nick Jasenovec,Paper Heart
5.0, Dani Levy,My Fuhrer
5.0, Oliver Hirschbiegel,Five Minutes of Heaven
5.0, Spike Lee,Passing Strange
5.0, Robert Rodriguez,Shorts
5.0, Giancarlo Esposito,Gospel Hill
5.0, Dominic Sena,Whiteout
5.0, Laura Gabbert,No Impact Man
5.0, Richard Eyre,The Other Man
5.0, Bob Gosse,I Hope They Serve Beer in Hell
5.0, Stanley Tucci,Blind Date
5.0, Nicolas Winding Refn,Valhalla Rising
5.0, Lewis Black,Stark Raving Black
5.0, Jiang Wen,"New York, I Love You"
5.0, Scott Sanders,Black Dynamite
5.0, Katherine Dieckmann,Motherhood
5.0, Rohit Shetty,All the Best
5.0, Andrzej Krakowski,Looking for Palladin
5.0, Jared Hess,Gentlemen Broncos
5.0, Richard Temtchine,How to Seduce Difficult Women
5.0, Anthony Fabian,Skin
5.0, Kirk Jones,Everybody's Fine
5.0, Brant Sersen,Splinterheads
5.0, Chris Weitz,The Twilight Saga - New Moon
5.0, James McTeigue,Ninja Assassin
5.0, Lee Daniels,Precious
5.0, Olatunde Osunsanmi,The Fourth Kind
5.0, Windy Jo Carlton,Hannah Free
5.0, Rob Marshall,Nine
5.0, Marc Lawrence,Did You Hear About the Morgans
5.0, Julie Davis,Finding Bliss
5.0, Zhang Yimou,"A Woman, a Gun and a Noodle Shop"
5.0, Jon Amiel,Creation
5.0, Raul Ruiz,A Closed Book/ Blind Revenge
5.0, Ry Russo-Young,You Wont Miss Me
5.0, Julie Taymor,The Tempest
5.0, Florian Henckel von Donnersmarck,The Tourist
5.0, David Russell,The Fighter
5.0, Greg Berlanti,Life as We Know It
5.0, John Curran,Stone
5.0, Jonathan Lynn,Wild Target
5.0, Margarethe von Trotta,Vision
5.0, Tony Goldwyn,Conviction
5.0, Agustin,Falling Awake
5.0, Michael Lembeck,Tooth Fairy
5.0, Patrick Alessandrin,District 13: Ultimatum
5.0, Mitchell Lichtenstein,Happy Tears
5.0, Kevin Smith,Cop Out
5.0, Bradley Rust Gray,The Exploding Girl
5.0, Allen Coulter,Remember Me
5.0, Rick Famuyiwa,Our Family Wedding
5.0, Leena Yadav,Teen Patti
5.0, Floria Sigismondi,The Runaways
5.0, Julie Anne Robinson,The Last Song
5.0, Jerry Zaks,Who Do You Love
5.0, Derrick Borte,The Joneses
5.0, Sylvain White,The Losers
5.0, Duncan Ward,Boogie Woogie
5.0, Allen Wolf,In My Sleep
5.0, Tom Six,The Human Centipede - First Sequence
5.0, Adam Sherman,Happiness Runs
5.0, Ridley Scott,Robin Hood
5.0, Woody Allen,You Will Meet a Tall Dark Stranger
5.0, Sanaa Hamri,Just Wright
5.0, Ian FitzGibbon,Perrier's Bounty
5.0, Mike Newell,Prince of Persia: The Sands of Time
5.0, David Slade,Twilight Saga - Eclipse
5.0, Fouad Mikati,Operation Endgame
5.0, Burr Steers,Charlie St. Cloud
5.0, Adam McKay,The Other Guys
5.0, Jon Chu,Step Up 3D
5.0, Sylvester Stallone,The Expendables
5.0, Goro Miyazaki,Tales From Earthsea
5.0, Bruce Beresford,Mao's Last Dancer
5.0, Anton Corbijn,The American
5.0, James Strouse,The Winning Season
5.0, Casey Affleck,I'm Still Here
5.0, Ben Affleck,The Town
5.0, Will Gluck,Easy A
5.0, Catherine Corsini,Leaving
5.0, Casper Andreas,Violet Tendencies
5.0, Kyle Gallner,Cherry
5.0, Roger Spottiswoode,Shake Hands With the Devil
5.0, Tony Scott,Unstoppable
5.0, George Tillman,Faster
5.0, Joseph Kosinski,Tron - Legacy
5.0, James Felix McKenney,Satan Hates You
5.0, Anton Bormatov,Alien Girl
5.0, Joel Coen and Ethan Coen,True Grit
5.0, Rob Letterman,Gulliver's Travels
5.0, Derek Cianfrance,Blue Valentine
5.0, Simon West,The Mechanic
5.0, Andre Techine,Impardonnables/ Unforgivable
5.0, Zhang Yimou,The Flowers of War
5.0, Rod Lurie,Straw Dogs
5.0, Peter Weir,The Way Back
5.0, Jorge Michel Grau,We Are What We Are
5.0, Kelly Asbury,Gnomeo and Juliet
5.0, Daniel Barnz,Beastly
5.0, Barry Blaustein,Peep World
5.0, Dana Adam Shapiro,Monogamy
5.0, Jacques-Remy Girerd,Mia and the Migoo
5.0, James Wan,Insidious
5.0, Julian Schnabel,Miral
5.0, Malcolm Venville,Henry's Crime
5.0, Tim Hill,Hop
5.0, Robert Redford,The Conspirator
5.0, Carlos Saldanha,Rio
5.0, Jim Mickle,Stake Land
5.0, Justin Lin,Fast Five
5.0, Joe Nussbaum,Prom
5.0, Roland Joffe,There Be Dragons
5.0, Kenneth Branagh,Thor
5.0, Luke Greenfield,Something Borrowed
5.0, Mitch Glazer,Passion Play
5.0, Jason Eisener,Hobo With a Shotgun
5.0, David Fincher,The Girl With the Dragon Tattoo
5.0, Marilyn Agrelo,An Invisible Sign
5.0, Joe Johnston,Captain America - The First Avenger
5.0, Gilles Paquet-Brenner,Sarah's Key
5.0, Adam Wingard and Joe Swanberg,Autoerotic
5.0, Spencer Susser,Hesher
5.0, Jennifer Yuh Nelson,Kung Fu Panda 2
5.0, Tom Hanks,Larry Crowne
5.0, Frank Coraci,Zookeeper
5.0, Stephen Anderson and Don Hall,Winnie the Pooh
5.0, Lee Tamahori,The Devil's Double
5.0, Rashaad Ernesto Green,Gun Hill Road
5.0, Renny Harlin,5 Days of War
5.0, Rowan Joffe,Brighton Rock
5.0, Cristian Mungiu et al,Tales From the Golden Age
5.0, Jim Whitaker,Rebirth
5.0, Mark Mylod,What's your Number
5.0, George Clooney,The Ides of March
5.0, Oliver Parker,Johnny English Reborn
5.0, Brett Ratner,Tower Heist
5.0, Dito Montiel,The Son of No One
5.0, Peter Odiorne,The Greening of Whitney Brown
5.0, Xavier Durringer,The Conquest
5.0, David Gordon Green,The Sitter
5.0, Angelina Jolie,In the Land of Blood and Honey
5.0, Stephen Daldry,Extremely Loud & Incredibly Close
5.0, Chris Gorak,The Darkest Hour
5.0, Michael Cuesta,Roadie
5.0, Robbie Pickering,Natural Selection
5.0, Ben Wheatley,Sightseers
5.0, Wolfgang Murnberger,My Best Enemy
5.0, Tom O'Brien,Fairhaven
5.0, Steven Soderbergh,Haywire
5.0, Michael Sucsy,The Vow
5.0, Ti West,The Innkeepers
5.0, Anthony Hemingway,Red Tails
5.0, Asger Leth,Man on a Ledge
5.0, Berndt Mader,Five Time Champion
5.0, Eric Schaeffer,After Fall Winter
5.0, Gabe Torres,Brake
5.0, Gary Ross,The Hunger Games
5.0, John Stockwell,Dark Tide
5.0, Antony Cordier,Four Lovers
5.0, Whit Stillman,Damsels in Distress
5.0, Scott Hicks,The Lucky One
5.0, Dennis Lee,Jesus Henry Christ
5.0, James Franco,The Broken Tower
5.0, James McTeigue,The Raven
5.0, Kirk Jones,What to Expect When You're Expecting
5.0, Debbie Goodstein-Rosenfeld,Mighty Fine
5.0, Daryl Wein,Lola Versus
5.0, Eric Darnell and Tom McGrath,Madagascar 2 - Europe
5.0, Adam Shankman,Rock of Ages
5.0, Timur Bekmambetov,Abraham Lincoln Vampire Hunter
5.0, Chris Pine,People Like Us
5.0, Seth MacFarlane,Ted
5.0, Adam Sherman,Crazy Eyes
5.0, Alexis Lloyd,30 Beats
5.0, Takashi Miike,Hara-Kiri: Death of a Samurai
5.0, Scott Speer,Step Up Revolution
5.0, Fernando Meirelles,360
5.0, Julie Delpy,2 Days in New York
5.0, Christopher Neil,Goats
5.0, David Frankel,Hope Springs
5.0, Nick Murphy,The Awakening
5.0, Guillaume Canet,Little White Lies
5.0, Mads Matthiesen,Teddy Bear
5.0, Dax Shepard,Hit & Run
5.0, John Hillcoat,Lawless
5.0, Jamie Travis,For a Good Time Call
5.0, Lance Daly,The Good Doctor
5.0, Tsui Hark,Flying Swords of Dragon Gate
5.0, Leslye Headland,Bachelorette
5.0, Brian Klugman and Lee Sternthal,The Words
5.0, Ben Palmer,The Inbetweeners
5.0, Fred Schepisi,The Eye of the Storm
5.0, Jamie Linden,10 Years
5.0, Delphine and Muriel Coulin,17 Girls
5.0, Ryan O'Nan,Brooklyn Brothers Beat the Best
5.0, Daniel Barnz,Won't Back Down
5.0, Tim Burton,Frankenweenie
5.0, Julian Farino,The Oranges
5.0, Jonathan Lisecki,Gayby
5.0, Ben Affleck,Argo
5.0, Ry Russo-Young,Nobody Walks
5.0, Hur Jin-ho,Dangerous Liaisons
5.0, Sam Mendes,Skyfall
5.0, Steven Spielberg,Lincoln
5.0, Ang Lee,Life of Pi
5.0, Alexander Poe,Ex-Girlfriends
5.0, Darragh Byrne,Parked
5.0, Marialy Rivas,Young and Wild
5.0, Paul Fraser,My Brothers
5.0, Roger Michell,Hyde Park on Hudson
5.0, Donald Rice,Cheerful Weather for the Wedding
5.0, Peter Jackson,The Hobbit
5.0, David Riker,The Girl
5.0, Travis Fine,Any Day Now
5.0, Connie Stevens,Saving Grace B Jones
5.0, Michael Mohan,Save the Date
5.0, Tom Hooper,Les Miserables
5.0, Christopher McQuarrie,Jack Reacher
5.0, Jose Mota,As Luck Would Have It
5.0, Sergio Castellitto,Twice Born
5.0, Bille August,Night Train to Lisbon
5.0, Craig Lahiff,Swerve
5.0, Gary Entin,Geography Club
5.0, Gary Fleder,Homefront
5.0, John Sayles,Go for Sisters
5.0, Laurie Collyer,Sunlight Jr
5.0, Michael Winterbottom,Everyday
5.0, Ruairi Robinson,The Last Days on Mars
5.0, Spike Lee,Oldboy
5.0, Stephen Frears,Philomena
5.0, Thomas Verrette,Implanted
5.0, Christian Vincent,Haute Cuisine
5.0, Herman Yau,Ip Man: The Final Fight
5.0, Shaka King,Newlyweeds
5.0, Stuart Blumberg,Thanks for Sharing
5.0, Harald Zwart,The Mortal Instruments
5.0, James Mangold,The Wolverine
5.0, Maggie Carey,The To Do List
5.0, Baltasar Kormakur,2 Guns
5.0, Chris Renaud and Pierre Coffin,Despicable Me 2
5.0, Nat Faxon and Jim Rash,The Way Way Back
5.0, Michael Winterbottom,The Look of Love
5.0, Baz Luhrmann,The Great Gatsby
5.0, Seth Gordon,Identity Thief
5.0, Abhishek Kapoor,Kai Po Che
5.0, Dominik Moll,The Monk
5.0, Gregory Kohn,Northeast
5.0, Lasse Hallstrom,Safe Heaven
5.0, Niels Oplev,Dead Man Down
5.0, Thaddaeus Scheel,Stuck
5.0, Bill Guttentag,Knife Fight
5.0, Ken Scott,Starbuck
5.0, Andrew Niccol,The Host
5.0, Quentin Dupieux,Wrong
5.0, Benjamin Epps,Family Weekend
5.0, William Dickerson,Detour
5.0, Ramaa Mosley,The Brass Teapot
5.0, Mans Marlind and Bjorn Stein,6 Souls
5.0, Brian Helgeland,42
5.0, Rob Zombie,The Lords of Salem
5.0, Joachim Roenning and Espen Sandberg,Kon-Tiki
5.0, Shane Black,Iron Man 3
5.0, Susanne Bier,Love Is All You Need
5.0, Zack Bernbaum,And Now a Word From Our Sponsor
5.0, Katie Aselton,Black Rock
5.0, Craig Zisk,The English Teacher
5.0, Night Shyamalan,After Earth
5.0, Louis Leterrier,Now You See Me
5.0, Kieran Darcy-Smith,Wish You Were Here
5.0, Geoffrey Fletcher,Violet & Daisy
5.0, Dan Scanlon,Monsters University
5.0, Franck Khalfoun,Maniac
5.0, Paul Andrew Williams,Unfinished Song
5.0, Pedro Almodovar,I'm So Excited
5.0, Daisy von Scherler Mayer,Some Girl(s)
5.0,  Susan Seidelman,The Hot Flashes
5.0, David Soren,Turbo
5.0, Robert Luketic,Paranoia
5.0, Scott Walker,The Frozen Ground
5.0, Kevin and Michael Goetz,Scenic Route
5.0, Liz Garcia,The Lifeguard
5.0, Lynn Shelton,Touchy Feely
5.0, Anne Fontaine,Adore
5.0, Jim Mickle,We Are What We Are
5.0, Marina de Van,Dark Touch
5.0, Yusry Halim,Vikingdom
5.0, Nate Taylor,Forgetting the Girl
5.0, Kimberly Peirce,Carrie
5.0, Mikael Hafstrom,Escape Plan
5.0, Costa-Gavras,Capital
5.0, Johnny Knoxville,Jackass Presents Bad Grandpa
5.0, Richard Curtis,About Time
5.0, Sandra Nettelbeck,Last Love
5.0, Michael Polish,Big Sur
5.0, Peter Jackson,The Hobbit - The Desolation of Smaug
5.0, Adrian Garcia Bogliano,Here Comes the Devil
5.0, Peter Segal,Grudge Match
5.0, Jenee LaMarque,The Pretty One
5.0, Andre Techine,L'Homme que l'on Aimait Trop/ In the Name of My Daughter
5.0, Yoon Jong-bin,Kundo - Age of the Rampant
5.0, Vincent Grashaw,Coldwater
5.0, Victor Garcia,The Damned
5.0, Robert Rodriguez and Frank Miller,Frank Miller's Sin City: A Dame to Kill For
5.0, Richard Glatzer and Wash Westmoreland,The Last of Robin Hood
5.0, Phillip Noyce,The Giver
5.0, Paul Tarnopol,Jersey Shore Massacre
5.0, Luke Greenfield,Let's Be Cops
5.0, Jeff Baena,Life After Beth
5.0, Ernie Barbarash,Falcon Rising
5.0, Paco Cabezas,Rage
5.0, Jason Momoa,Road to Paloma
5.0, Samar Shaikh,Bobby Jasoos
5.0, Jos Stelling,The Girl and Death
5.0, Mark Schmidt,Walking With the Enemy
5.0, Stephen Gurewitz,Marvin Seth and Stanley
5.0, Don McKellar,The Grand Seduction
5.0, Gareth Edwards,Godzilla
5.0, Greg McLean,Wolf Creek 2
5.0, Justin Owensby,Chapman
5.0, Carlos Saldanha,Rio 2
5.0, Ilan Duran Cohen,The Jewish Cardinal
5.0, James Griffiths,Cuban Fury
5.0, Stan Brooks,Perfect Sisters
5.0, Tze Chun,Cold Comes the Night
5.0, Kenneth Branagh,Jack Ryan - Shadow Recruit
5.0, Navot Papushado and Aharon Keshales,Big Bad Wolves
5.0, Lars von Trier,Nymphomaniac Volume 1
5.0, Shannon Plumb,Towheads
5.0, Ronald Krauss,Gimme Shelter
5.0,  Jason Reitman,Labor Day
5.0," Robert Berger, Patrick Daniels and Karlyn Michelson",Charlie Victor Romeo
5.0, Akiva Goldsman,Winter's Tale
5.0, Steve Pink,About Last Night
5.0, Chris Nelson,Date and Switch
5.0, Charlie Stratton,In Secret
5.0, William Robert Carey,Angels in Stardust
5.0, Rob Minkoff,Mr Peabody & Sherman
5.0, Rob Thomas,Veronica Mars
5.0, Geoff Moore and David Posamentier,Better Living Through Chemistry
5.0, Raymond De Felitta,Rob the Mob
5.0, Darren Aronofsky,Noah
5.0, Diego Luna,Cesar Chavez
5.0, Daniel Stamm,13 Sins
5.0, Ellie Kanner,Authors Anonymous.
5.0, Sarah Smick,Friended to Death
5.0, Prachya Pinkaew,The Protector 2
5.0, Jocelyn Towne,I Am I
5.0, Dean DeBlois,How to Train Your Dragon 2
5.0, Clint Eastwood,Jersey Boys
5.0, Tim Story,Think Like a Man Too
5.0, Daniel Cohen,Le Chef
5.0, James Ward Byrkit,Coherence
5.0, John Carney,Begin Again
5.0, Mike Disa,Postman Pat - The Movie
5.0, Ben Falcone,Tammy
5.0, Daniel Auteuil,Fanny
5.0, Rob Reiner,And So It Goes
5.0, Mark Jackson,War Story
5.0, Brett Ratner,Hercules
5.0, Lasse Hallstrom,The Hundred-Foot Journey
5.0, Jesse Zwick,About Alex
5.0, Pieter Gaspersz,After
5.0, Charles Martin Smith,Dolphin Tale 2
5.0, Alan Hruska & Bruce Guthrie,The Man on Her Mind
5.0, Lee Seok-hoon,The Pirates
5.0, Nicholas McCarthy,At the Devil's Door
5.0, Homi Adajania,Finding Fanny
5.0, Matt Rabinowitz,The Frontier
5.0, Terry Gilliam,The Zero Theorem
5.0, Shawn Levy,This Is Where I Leave You
5.0, Jack Plotnick,Space Station 76
5.0, Alan White,Reclaim
5.0, Lance Daly,Life's a Breeze
5.0, Antoine Fuqua,The Equalizer
5.0, Hong Khaou,Lilting
5.0, Stephanie Chuat and Veronique Reymond,The Little Bedroom
5.0, Shashanka Ghosh,Khoobsurat
5.0, Richard Ramsey,The Song
5.0, Emmanuel Shirinian,It Was You Charlie
5.0, Vishal Bhardwaj,Haider
5.0, Siddharth Anand,Bang Bang
5.0, Alberto Arvelo,The Liberator
5.0, Michael Cuesta,Kill the Messenger
5.0, Tommy Wirkola,Dead Snow 2
5.0, Ryan Phillippe,Catch Hell
5.0, George Wolfe,You're Not You
5.0, Jorge Gutierrez,The Book of Life
5.0, Peter Sattler,Camp X-Ray
5.0, Manu Payet & Rodolphe Lauga,Relationship Status - It's Complicated
5.0, Bille Woodruff,Addicted
5.0, Onur Tukel,Summer of Blood
5.0, Philippe Martinez,Viktor
5.0, Zachary Wigon,The Heart Machine
5.0, Brad Anderson,Stonehearst Asylum
5.0, Andrew Lau and Andrew Loo,Revenge of the Green Dragons
5.0, Nacho Vigalondo,Open Windows
5.0, Roberto Ando`,Viva la Liberta`
5.0, Richard Gray,The Lookalike
5.0, Peter and Bobby Farrelly,Dumb and Dumber To
5.0, Francis Lawrence,The Hunger Games - Mockingjay Part 1
5.0, Stefan Haupt,The Circle
5.0, J. C. Khoury,All Relative
5.0, Eric Darnell and Simon Smith,Penguins of Madagascar
5.0, Ho-cheung Pang,Women Who Flirt
5.0, Susanna Fogel,Life Partners
5.0, Talya Lavie,Zero Motivation
5.0,  Gillian Greene,Murder of a Cat
5.0, Angelina Jolie,Unbroken
5.0,  Rupert Wyatt,The Gambler
5.0, Patrick Brice,The Overnight
5.0, David Russell,Joy
5.0, Michael Dougherty,Krampus
5.0, Billy Ray,Secret in Their Eyes
5.0, Jonathan Levine,The Night Before
5.0, Paul McGuigan,Victor Frankenstein
5.0, Daniel Lee,Dragon Blade
5.0, Pierre Morel,The Gunman
5.0, Lana & Andy Wachowski,Jupiter Ascending
5.0, Christopher Denham,Preservation
5.0, Paul Solet,Dark Summer
5.0, JK Youn,Ode to My Father
5.0, David Burris,The World Made Straight
5.0, Jeta Amata,Black November
5.0, Paul King,Paddington
5.0, Adam Carolla,Road Hard
5.0, Ari Sandel,The DUFF
5.0, Daniel Alfredson,Kidnapping Mr Heineken
5.0, Ken Scott,Unfinished Business
5.0, Lawrence Michael Levine,Wild Canaries
5.0, Pierfrancesco Diliberto,The Mafia Kills Only in Summer
5.0, Rachid Bouchareb,Two Men in Town
5.0, Jay Craven,Northern Borders
5.0, Sean McNamara,Spare Parts
5.0, Daniel Barnz,Cake
5.0, Hitoshi Matsumoto,R100
5.0, Gary Rydstrom,Strange Magic
5.0, Julius Avery,Son of a Gun
5.0, Mike Binder,Black or White
5.0, Youssef Delara & Victor Teran,Enter the Dangerous Mind
5.0, Christian Ditter,Love Rosie
5.0, Luke Matheny,Lovesick
5.0, Eric Schaeffer,Boy Meets Girl
5.0, Tim McCann,White Rabbit
5.0, Sam Taylor-Johnson,Fifty Shades of Grey
5.0, Jaume Collet-Serra,Run All Night
5.0, Frank Whaley,Like Sunday Like Rain
5.0, Anna Mastro,Walter
5.0, Roland Joffe,The Lovers
5.0, Benoit Jacquot,Three Hearts
5.0, Basel Owies,The Barber
5.0, Matt Shakman,Cut Bank
5.0, Julius Onah,The Girl Is in Trouble
5.0, Kriv Stenders,Kill Me Three Times
5.0, Vidhu Vinod Chopra,Broken Horses
5.0, Ross Katz,Adult Beginners
5.0, Alexandre Arcady,24 Days
5.0, Alejandro Monteverde,Little Boy
5.0, Garin Hovannisian and Alec Mouhibian,1915
5.0, Kane Senes,Echoes of War
5.0, Lev Kalman and Whitney Horn,L for Leisure
5.0, Cameron Crowe,Aloha
5.0, Colin Trevorrow,Jurassic World
5.0, Frederic Auburtin,United Passions
5.0, James McTeigue,Survivor
5.0, Laura Nix and the Yes Men,The Yes Men Are Revolting
5.0, Leah Meyerhoff,I Believe in Unicorns
5.0, Nathan Silver,Uncertain Terms
5.0, Robert Duvall,Wild Horses
5.0, Saverio Costanzo, Hungry Hearts
5.0, Tal Granit and Sharon Maymon,The Farewell Party
5.0, Thomas Cailley,Love at First Fight
5.0, Tom Six,Human Centipede 3
5.0, Jason Banker,Felt
5.0, Josh Lawson,The Little Death
5.0, Ida Anita del Mundo,K'na the Dreamweaver
5.0, Alan Taylor,Terminator Genisys
5.0, Pierre Coffin and Kyle Balda,Minions
5.0, Kim Farrant,Strangerland
5.0, Peyton Reed,Ant-Man
5.0, Kyle Alvarez,The Stanford Prison Experiment
5.0, Jake Schreier,Paper Towns
5.0, Gary Gray,Straight Outta Compton
5.0, Jonathan Demme,Ricki and the Flash
5.0, Scott Cooper,Black Mass
5.0, Roger Allers,Kahlil Gibran's The Prophet
5.0, Nima Nourizadeh,American Ultra
5.0, Danny Boyle,Steve Jobs
5.0, Laurie Anderson,Heart of a Dog
5.0, Jay Roach,Trumbo
5.0, Patricia Riggen,The 33
5.0, Paul Bettany,Shelter
5.0, Jason Zada,The Forest
5.0, Sion Sono,Shinjuku Suwan/ Shinjuku Swan (2015)
5.0, Sion Sono,The Virgin Psychics (2015)
5.0, Sion Sono,Love and Peace (2015)
5.0, Clint Eastwood,Sully
5.0, Todd Williams,Cell
5.0, Vikram Gandhi,Barry
5.0, Ron Howard,Inferno
5.0, Jocelyn Moorhouse,The Dressmaker
5.0, Adam Wingard,Blair Witch
5.0, Jay Dockendorf,Naz & Maalik
5.0, David Lowery,Pete's Dragon
5.0, Jonathan Jakubowicz,Hands of Stone
5.0, Paul Greengrass,Jason Bourne
5.0, Jon Lucas & Scott Moore,Bad Moms
5.0, David Ayer,Suicide Squad
5.0, Drake Doremus,Equals
